event_id,timestamp,mission_phase,region_type,radar_signal_strength,radar_noise_level,satellite_temperature,satellite_power_level,uav_battery_level,uav_altitude,communication_latency_ms,communication_packet_loss,cyber_alert_count,failed_login_attempts,weather_severity,anomaly_label,anomaly_type
EVT-00547,2026-01-06 16:30:00,Transit,Desert,60.02,22.83,53.61,80.76,63.32,11655.72,125.54,1.51,1,2,5,0,Normal
EVT-00548,2026-01-06 16:45:00,Transit,Open Ocean,62.86,18.74,47.85,86.64,66.3,7181.2,153.62,3.98,3,8,3,0,Normal
EVT-00549,2026-01-06 17:00:00,Transit,Mountain,79.89,14.48,42.56,92.68,66.35,8361.11,115.34,0.0,1,2,5,0,Normal
EVT-00550,2026-01-06 17:15:00,Surveillance,Urban,71.57,18.07,48.57,91.66,73.05,9131.83,147.69,0.0,0,2,4,0,Normal
EVT-00551,2026-01-06 17:30:00,Return,Coastal,89.81,26.62,44.52,84.88,91.96,9792.57,113.97,2.51,3,5,2,0,Normal
EVT-00552,2026-01-06 17:45:00,Launch,Open Ocean,75.16,21.33,45.1,83.98,83.37,13036.06,299.03,9.07,1,1,5,1,Communication Disruption
EVT-00553,2026-01-06 18:00:00,Return,Mountain,60.59,7.73,50.25,73.83,58.17,12547.35,67.4,3.15,1,3,4,0,Normal
EVT-00554,2026-01-06 18:15:00,Launch,Desert,66.59,16.71,39.18,78.61,81.5,14663.2,27.66,1.64,2,1,3,0,Normal
EVT-00555,2026-01-06 18:30:00,Return,Mountain,53.25,28.69,45.32,88.23,80.96,13882.0,133.21,1.03,3,4,1,0,Normal
EVT-00556,2026-01-06 18:45:00,Transit,Urban,75.89,16.72,42.5,85.03,60.72,14679.76,135.09,2.49,0,2,4,0,Normal
EVT-00557,2026-01-06 19:00:00,Surveillance,Open Ocean,76.3,7.2,32.32,86.52,83.88,13520.99,136.64,1.79,2,2,2,0,Normal
EVT-00558,2026-01-06 19:15:00,Return,Desert,74.18,29.36,37.64,93.27,69.75,12524.2,101.63,4.98,0,6,2,0,Normal
EVT-00559,2026-01-06 19:30:00,Surveillance,Open Ocean,87.71,22.09,57.55,77.69,52.26,14748.38,172.14,1.98,2,2,4,0,Normal
EVT-00560,2026-01-06 19:45:00,Return,Open Ocean,88.79,17.58,48.08,84.35,78.37,14298.53,103.9,2.41,3,2,5,0,Normal
EVT-00561,2026-01-06 20:00:00,Transit,Coastal,76.47,15.77,34.41,87.32,75.04,12940.24,134.73,6.46,3,4,1,0,Normal
EVT-00562,2026-01-06 20:15:00,Pre-Mission,Coastal,58.79,24.49,32.68,81.07,68.81,15177.68,140.81,2.19,0,4,5,0,Normal
EVT-00563,2026-01-06 20:30:00,Transit,Coastal,83.56,14.75,44.1,96.02,71.48,6135.53,180.16,3.39,3,1,2,0,Normal
EVT-00564,2026-01-06 20:45:00,Pre-Mission,Open Ocean,83.0,24.89,57.49,92.36,61.93,11273.84,108.9,3.53,3,1,3,0,Normal
EVT-00565,2026-01-06 21:00:00,Return,Mountain,80.78,21.25,43.51,88.03,80.54,11235.52,97.14,3.67,4,5,5,0,Normal
EVT-00566,2026-01-06 21:15:00,Launch,Mountain,86.83,19.47,55.46,98.56,71.39,14881.71,67.56,2.96,2,3,2,0,Normal
EVT-00567,2026-01-06 21:30:00,Launch,Open Ocean,67.52,18.87,47.82,75.51,74.33,15928.49,174.33,2.81,10,15,2,1,Cyber Intrusion Pattern
EVT-00568,2026-01-06 21:45:00,Launch,Desert,96.08,16.95,48.77,85.95,77.0,8374.55,134.75,2.66,0,2,5,0,Normal
EVT-00569,2026-01-06 22:00:00,Surveillance,Open Ocean,69.37,24.27,34.31,88.56,55.84,15527.92,135.86,1.58,3,6,2,0,Normal
EVT-00570,2026-01-06 22:15:00,Transit,Open Ocean,84.74,12.81,52.5,79.6,59.48,9071.39,229.08,3.02,3,3,5,0,Normal
EVT-00571,2026-01-06 22:30:00,Return,Urban,62.81,8.27,42.32,88.11,41.06,9146.96,131.38,5.75,1,3,2,0,Normal
EVT-00572,2026-01-06 22:45:00,Transit,Coastal,69.63,21.69,51.9,78.25,79.91,11414.29,74.42,4.44,2,5,4,0,Normal
EVT-00573,2026-01-06 23:00:00,Launch,Desert,91.65,21.79,38.49,90.83,55.03,11204.48,113.14,2.99,4,3,3,0,Normal
EVT-00574,2026-01-06 23:15:00,Pre-Mission,Open Ocean,75.65,20.88,46.42,93.4,73.86,8103.96,85.88,3.87,3,0,5,0,Normal
EVT-00575,2026-01-06 23:30:00,Pre-Mission,Urban,85.56,20.45,47.82,87.91,77.19,13624.69,106.14,1.11,1,1,3,0,Normal
EVT-00576,2026-01-06 23:45:00,Launch,Coastal,80.13,16.08,43.77,73.03,80.43,13698.51,105.91,2.08,4,4,3,0,Normal
EVT-00577,2026-01-07 00:00:00,Return,Mountain,77.06,22.72,48.24,79.23,55.14,14635.1,99.45,4.02,1,5,3,0,Normal
EVT-00578,2026-01-07 00:15:00,Transit,Desert,90.27,17.73,42.87,89.95,71.09,10916.36,195.72,16.02,0,3,2,1,Communication Disruption
EVT-00579,2026-01-07 00:30:00,Return,Urban,75.87,15.08,39.81,86.15,95.38,11901.04,175.74,1.27,1,3,3,0,Normal
EVT-00580,2026-01-07 00:45:00,Pre-Mission,Desert,61.97,16.13,57.84,67.14,96.0,11923.93,130.46,1.73,2,4,3,0,Normal
EVT-00581,2026-01-07 01:00:00,Pre-Mission,Coastal,70.77,30.12,53.39,94.7,85.82,16219.99,112.11,5.99,0,2,4,0,Normal
EVT-00582,2026-01-07 01:15:00,Return,Coastal,51.89,21.96,38.91,86.96,76.72,4914.39,146.52,2.65,1,6,1,1,Radar Degradation
EVT-00583,2026-01-07 01:30:00,Pre-Mission,Mountain,81.56,21.0,49.55,80.27,57.93,9607.64,136.49,5.42,6,8,3,0,Normal
EVT-00584,2026-01-07 01:45:00,Pre-Mission,Mountain,63.9,7.93,39.06,92.96,82.06,12013.85,129.65,2.83,14,19,3,1,Cyber Intrusion Pattern
EVT-00585,2026-01-07 02:00:00,Transit,Desert,71.48,17.35,35.52,81.26,69.79,9286.07,143.97,2.89,3,2,4,0,Normal
EVT-00586,2026-01-07 02:15:00,Return,Coastal,72.76,15.4,53.27,81.18,79.85,11354.2,124.69,2.01,1,2,4,0,Normal
EVT-00587,2026-01-07 02:30:00,Surveillance,Open Ocean,74.71,5.49,31.37,88.51,63.14,11684.81,143.46,4.01,4,5,3,0,Normal
EVT-00588,2026-01-07 02:45:00,Pre-Mission,Urban,65.62,20.33,52.41,98.47,69.58,10355.78,146.36,4.67,3,1,1,0,Normal
EVT-00589,2026-01-07 03:00:00,Return,Open Ocean,72.34,15.72,42.98,97.37,74.3,12161.17,125.7,0.84,0,4,2,0,Normal
EVT-00590,2026-01-07 03:15:00,Return,Urban,71.44,5.4,43.31,88.52,75.45,13570.37,112.29,1.94,4,7,2,0,Normal
EVT-00591,2026-01-07 03:30:00,Return,Desert,84.94,23.04,48.28,89.24,78.91,11409.33,173.56,3.96,7,2,2,0,Normal
EVT-00592,2026-01-07 03:45:00,Return,Coastal,85.28,26.61,49.65,91.54,63.89,10867.01,103.27,2.29,1,1,4,0,Normal
EVT-00593,2026-01-07 04:00:00,Launch,Coastal,76.69,26.94,38.39,77.2,53.19,11585.59,133.7,1.71,6,1,3,0,Normal
EVT-00594,2026-01-07 04:15:00,Return,Urban,74.47,20.15,50.74,90.51,94.75,11981.41,134.49,4.12,2,4,4,0,Normal
EVT-00595,2026-01-07 04:30:00,Launch,Desert,79.26,18.28,45.91,80.86,100.0,7649.2,98.67,4.27,2,2,1,0,Normal
EVT-00596,2026-01-07 04:45:00,Return,Urban,70.65,25.97,34.95,88.23,78.26,13153.88,91.73,1.78,1,7,5,0,Normal
EVT-00597,2026-01-07 05:00:00,Transit,Desert,67.68,28.09,43.64,84.41,53.46,10872.5,107.62,2.84,3,4,3,0,Normal
EVT-00598,2026-01-07 05:15:00,Surveillance,Desert,69.54,24.8,56.05,89.51,61.18,15153.84,102.77,0.57,4,2,2,0,Normal
EVT-00599,2026-01-07 05:30:00,Surveillance,Open Ocean,72.29,12.35,58.41,86.83,79.13,13477.63,68.97,1.07,1,1,2,0,Normal
EVT-00600,2026-01-07 05:45:00,Surveillance,Desert,67.53,19.21,50.74,64.49,90.78,14925.17,97.2,2.7,1,1,5,0,Normal
EVT-00601,2026-01-07 06:00:00,Surveillance,Coastal,79.46,20.64,35.48,87.25,55.02,9472.49,129.32,2.55,2,5,4,0,Normal
EVT-00602,2026-01-07 06:15:00,Surveillance,Desert,84.57,7.14,48.92,90.5,70.26,11071.53,164.31,0.95,1,6,1,0,Normal
EVT-00603,2026-01-07 06:30:00,Surveillance,Open Ocean,63.72,20.82,51.81,89.12,74.74,8893.85,139.4,1.35,2,3,5,0,Normal
EVT-00604,2026-01-07 06:45:00,Pre-Mission,Coastal,78.23,31.64,50.81,85.28,84.1,10237.02,29.02,0.8,4,5,1,0,Normal
EVT-00605,2026-01-07 07:00:00,Return,Urban,76.02,21.84,51.28,97.5,67.19,15130.26,142.45,3.23,1,7,2,0,Normal
EVT-00606,2026-01-07 07:15:00,Transit,Open Ocean,81.07,26.84,47.91,88.18,50.11,15718.73,100.46,0.0,4,2,4,0,Normal
EVT-00607,2026-01-07 07:30:00,Launch,Urban,77.88,19.1,44.42,89.06,80.7,9129.67,135.86,0.88,2,1,3,0,Normal
EVT-00608,2026-01-07 07:45:00,Transit,Mountain,33.09,49.51,50.97,93.31,87.75,10854.31,377.85,0.0,20,3,3,1,Multi-Domain Escalation
EVT-00609,2026-01-07 08:00:00,Return,Coastal,66.64,20.29,29.82,88.54,70.84,11809.51,113.26,3.17,4,5,5,0,Normal
EVT-00610,2026-01-07 08:15:00,Return,Urban,78.26,13.11,47.72,79.71,77.67,13464.01,116.42,0.0,4,4,4,0,Normal
EVT-00611,2026-01-07 08:30:00,Return,Desert,87.26,12.22,46.49,68.93,65.36,7600.47,119.22,2.55,2,0,5,0,Normal
EVT-00612,2026-01-07 08:45:00,Transit,Urban,58.07,25.6,49.46,82.66,60.16,7992.5,167.05,5.12,5,5,2,0,Normal
EVT-00613,2026-01-07 09:00:00,Surveillance,Desert,81.11,26.23,34.3,91.33,86.37,13224.07,119.31,5.18,1,6,5,0,Normal
EVT-00614,2026-01-07 09:15:00,Launch,Desert,88.71,12.05,50.16,83.53,77.42,7127.4,157.99,0.0,4,6,2,0,Normal
EVT-00615,2026-01-07 09:30:00,Surveillance,Urban,76.62,23.81,61.44,91.61,78.87,10883.01,152.9,2.98,5,2,5,0,Normal
EVT-00616,2026-01-07 09:45:00,Surveillance,Urban,82.95,17.48,45.63,87.04,93.03,12405.23,143.35,0.92,4,2,3,0,Normal
EVT-00617,2026-01-07 10:00:00,Launch,Desert,71.67,20.04,44.51,95.02,57.23,13039.16,57.47,0.59,3,3,3,0,Normal
EVT-00618,2026-01-07 10:15:00,Launch,Mountain,76.93,20.76,47.47,83.93,64.27,11645.7,159.08,2.32,2,2,1,0,Normal
EVT-00619,2026-01-07 10:30:00,Pre-Mission,Urban,63.41,23.97,61.26,89.27,74.21,11085.61,103.97,4.47,0,1,5,0,Normal
EVT-00620,2026-01-07 10:45:00,Pre-Mission,Open Ocean,56.9,18.5,56.77,49.11,64.1,14111.43,145.05,3.46,2,2,2,1,Satellite Telemetry Spike
EVT-00621,2026-01-07 11:00:00,Transit,Coastal,86.48,26.46,46.63,96.51,82.96,12713.01,85.96,1.36,2,2,3,0,Normal
EVT-00622,2026-01-07 11:15:00,Transit,Urban,69.14,19.86,38.6,74.05,69.38,10382.46,78.52,3.63,2,2,1,0,Normal
EVT-00623,2026-01-07 11:30:00,Pre-Mission,Open Ocean,73.9,21.75,40.62,82.79,58.1,12094.31,189.17,0.0,2,3,5,0,Normal
EVT-00624,2026-01-07 11:45:00,Transit,Urban,31.23,38.99,66.14,91.94,72.92,12957.92,251.33,1.3,16,6,2,1,Multi-Domain Escalation
EVT-00625,2026-01-07 12:00:00,Surveillance,Mountain,65.31,30.95,55.78,96.82,74.38,16295.59,160.11,1.18,2,4,4,0,Normal
EVT-00626,2026-01-07 12:15:00,Launch,Open Ocean,76.44,20.82,59.41,87.68,85.09,13965.81,124.14,2.63,3,4,4,0,Normal
EVT-00627,2026-01-07 12:30:00,Launch,Mountain,71.43,22.28,48.59,83.95,77.5,15036.39,105.3,2.18,3,6,3,0,Normal
EVT-00628,2026-01-07 12:45:00,Launch,Mountain,81.4,8.35,41.99,91.3,78.46,10473.48,118.43,2.27,0,1,1,0,Normal
EVT-00629,2026-01-07 13:00:00,Transit,Coastal,82.07,13.06,64.94,92.08,76.48,10689.54,74.46,2.22,1,3,2,0,Normal
EVT-00630,2026-01-07 13:15:00,Launch,Urban,80.89,25.43,62.23,45.77,69.36,11411.55,119.52,2.54,3,3,4,1,Satellite Telemetry Spike
EVT-00631,2026-01-07 13:30:00,Surveillance,Mountain,80.15,19.72,40.43,88.31,61.97,11641.07,82.1,3.36,4,1,3,0,Normal
EVT-00632,2026-01-07 13:45:00,Launch,Open Ocean,92.2,6.52,30.8,94.26,76.04,9479.94,106.16,2.74,3,2,3,0,Normal
EVT-00633,2026-01-07 14:00:00,Transit,Urban,68.39,24.23,56.17,99.23,67.34,15164.83,152.39,2.05,2,3,2,0,Normal
EVT-00634,2026-01-07 14:15:00,Launch,Open Ocean,77.51,14.74,52.75,91.2,95.66,14208.38,128.9,3.14,1,3,3,0,Normal
EVT-00635,2026-01-07 14:30:00,Pre-Mission,Mountain,88.19,26.47,64.34,86.31,90.79,11235.81,68.12,3.82,1,3,1,0,Normal
EVT-00636,2026-01-07 14:45:00,Surveillance,Mountain,89.38,17.47,33.88,85.62,80.86,13604.28,149.8,1.61,2,1,3,0,Normal
EVT-00637,2026-01-07 15:00:00,Launch,Urban,65.2,19.23,56.67,89.9,77.3,12557.25,119.75,2.4,3,5,1,0,Normal
EVT-00638,2026-01-07 15:15:00,Launch,Desert,75.19,25.07,45.56,85.19,70.77,13799.57,101.02,4.36,3,7,4,0,Normal
EVT-00639,2026-01-07 15:30:00,Surveillance,Urban,90.22,12.62,51.45,87.33,54.34,8639.23,146.13,0.74,2,4,3,0,Normal
EVT-00640,2026-01-07 15:45:00,Return,Coastal,82.57,12.04,31.82,78.59,68.97,11635.85,114.15,5.39,3,6,5,0,Normal
EVT-00641,2026-01-07 16:00:00,Surveillance,Desert,79.76,16.82,56.74,95.08,73.42,11854.9,79.2,0.36,2,3,3,0,Normal
EVT-00642,2026-01-07 16:15:00,Return,Urban,76.04,22.96,51.29,78.02,75.21,13559.11,184.67,1.95,3,1,1,0,Normal
EVT-00643,2026-01-07 16:30:00,Return,Mountain,74.55,10.01,69.82,52.43,78.57,10428.91,119.39,0.98,2,2,2,1,Satellite Telemetry Spike
EVT-00644,2026-01-07 16:45:00,Transit,Mountain,80.59,7.99,79.31,57.2,84.9,5750.17,117.15,6.0,1,2,5,1,Satellite Telemetry Spike
EVT-00645,2026-01-07 17:00:00,Surveillance,Urban,75.73,22.94,38.88,99.94,62.31,9295.75,105.82,1.69,2,4,5,0,Normal
EVT-00646,2026-01-07 17:15:00,Launch,Coastal,77.62,14.38,40.36,83.04,62.44,11847.38,161.3,1.7,3,3,1,0,Normal
EVT-00647,2026-01-07 17:30:00,Transit,Coastal,78.71,15.65,41.29,81.34,92.31,12159.71,101.63,1.91,19,25,4,1,Cyber Intrusion Pattern
EVT-00648,2026-01-07 17:45:00,Transit,Desert,71.9,6.86,30.18,82.14,82.79,16209.37,65.93,2.65,1,7,3,0,Normal
EVT-00649,2026-01-07 18:00:00,Return,Open Ocean,82.79,13.93,51.89,97.61,66.53,13456.87,96.25,1.97,1,4,2,0,Normal
EVT-00650,2026-01-07 18:15:00,Return,Open Ocean,100.0,17.95,54.53,66.31,70.5,12203.83,166.44,2.29,1,2,3,0,Normal
EVT-00651,2026-01-07 18:30:00,Transit,Urban,62.01,23.58,39.39,78.98,70.56,11919.02,149.12,0.0,0,2,5,0,Normal
EVT-00652,2026-01-07 18:45:00,Surveillance,Urban,80.92,13.37,47.79,100.0,72.44,14760.46,111.07,2.59,0,3,1,0,Normal
EVT-00653,2026-01-07 19:00:00,Launch,Urban,71.16,27.94,42.88,90.14,78.62,10524.72,168.06,2.53,0,1,5,0,Normal
EVT-00654,2026-01-07 19:15:00,Return,Mountain,83.2,13.89,47.63,78.26,100.0,11649.29,146.18,4.16,1,3,1,0,Normal
EVT-00655,2026-01-07 19:30:00,Transit,Urban,78.42,13.9,39.98,85.71,74.66,9276.85,110.67,4.59,1,1,4,0,Normal
EVT-00656,2026-01-07 19:45:00,Transit,Coastal,41.68,50.46,53.19,86.47,81.28,15547.27,398.18,2.2,21,4,1,1,Multi-Domain Escalation
EVT-00657,2026-01-07 20:00:00,Surveillance,Open Ocean,48.67,41.65,75.91,91.92,48.39,12981.25,384.97,3.81,14,6,1,1,Multi-Domain Escalation
EVT-00658,2026-01-07 20:15:00,Surveillance,Open Ocean,79.73,14.69,73.14,50.5,65.21,10231.19,90.88,0.74,2,5,1,1,Satellite Telemetry Spike
EVT-00659,2026-01-07 20:30:00,Pre-Mission,Open Ocean,88.19,17.07,61.18,88.72,89.2,11713.86,120.16,3.73,3,4,5,0,Normal
EVT-00660,2026-01-07 20:45:00,Launch,Coastal,56.9,26.12,45.37,82.22,77.63,13274.13,130.8,1.58,3,0,3,0,Normal
EVT-00661,2026-01-07 21:00:00,Pre-Mission,Desert,92.31,26.8,37.59,91.51,10.55,11373.2,60.96,0.6,5,1,4,0,Normal
EVT-00662,2026-01-07 21:15:00,Surveillance,Desert,81.38,13.1,54.82,81.11,81.44,10663.82,113.37,2.2,3,2,1,0,Normal
EVT-00663,2026-01-07 21:30:00,Pre-Mission,Urban,87.7,17.75,50.05,78.77,98.85,10364.32,109.39,4.74,0,1,5,0,Normal
EVT-00664,2026-01-07 21:45:00,Launch,Mountain,67.02,18.54,50.81,73.68,44.06,12847.4,155.98,2.79,2,2,5,0,Normal
EVT-00665,2026-01-07 22:00:00,Transit,Mountain,70.52,12.08,54.52,75.04,93.27,11104.86,55.44,4.89,3,5,3,0,Normal
EVT-00666,2026-01-07 22:15:00,Surveillance,Coastal,79.31,17.67,39.78,79.72,33.19,10865.61,106.65,1.3,2,2,5,0,Normal
EVT-00667,2026-01-07 22:30:00,Transit,Desert,77.85,18.03,43.98,77.76,85.13,8659.85,103.14,4.18,4,3,1,0,Normal
EVT-00668,2026-01-07 22:45:00,Return,Desert,41.27,61.74,60.89,88.19,71.88,12194.1,289.34,1.46,11,1,2,1,Multi-Domain Escalation
EVT-00669,2026-01-07 23:00:00,Return,Mountain,87.76,25.24,34.67,77.6,39.1,11546.94,118.48,2.86,0,2,1,0,Normal
EVT-00670,2026-01-07 23:15:00,Pre-Mission,Desert,62.11,16.02,42.89,63.99,78.25,11195.88,182.86,2.85,1,5,1,0,Normal
EVT-00671,2026-01-07 23:30:00,Return,Desert,86.76,16.72,55.69,78.69,88.11,12496.93,143.18,3.56,1,4,5,0,Normal
EVT-00672,2026-01-07 23:45:00,Surveillance,Mountain,78.07,21.99,46.9,82.7,77.09,13870.01,105.64,2.9,0,1,3,0,Normal
EVT-00673,2026-01-08 00:00:00,Surveillance,Coastal,76.17,14.49,34.23,81.76,80.19,13753.91,128.39,1.32,1,2,4,0,Normal
EVT-00674,2026-01-08 00:15:00,Pre-Mission,Desert,64.76,21.53,32.55,96.64,66.24,13381.82,107.61,3.91,2,7,5,0,Normal
EVT-00675,2026-01-08 00:30:00,Surveillance,Desert,82.53,17.47,58.32,81.71,45.94,11398.32,150.08,5.27,3,4,4,0,Normal
EVT-00676,2026-01-08 00:45:00,Surveillance,Open Ocean,56.27,12.18,44.28,92.17,81.69,10582.5,73.37,1.57,1,1,2,0,Normal
EVT-00677,2026-01-08 01:00:00,Transit,Urban,48.17,37.36,39.82,85.87,96.5,9390.21,91.17,0.0,3,3,2,1,Radar Degradation
EVT-00678,2026-01-08 01:15:00,Pre-Mission,Mountain,64.57,26.68,42.81,85.7,87.81,10517.11,135.95,3.3,2,4,1,0,Normal
EVT-00679,2026-01-08 01:30:00,Transit,Open Ocean,78.48,17.06,33.18,80.15,44.17,12049.13,162.9,1.97,1,3,5,0,Normal
EVT-00680,2026-01-08 01:45:00,Return,Mountain,76.93,27.84,56.38,85.59,50.79,10034.28,42.93,2.29,1,2,5,0,Normal
EVT-00681,2026-01-08 02:00:00,Surveillance,Open Ocean,88.53,14.92,41.86,80.64,60.16,12240.14,370.99,16.15,3,2,3,1,Communication Disruption
EVT-00682,2026-01-08 02:15:00,Pre-Mission,Urban,76.39,19.75,55.94,87.19,49.7,9586.36,115.1,1.77,1,5,3,0,Normal
EVT-00683,2026-01-08 02:30:00,Return,Urban,71.75,32.36,45.41,84.35,72.62,7847.52,54.06,2.07,21,36,5,1,Cyber Intrusion Pattern
EVT-00684,2026-01-08 02:45:00,Return,Desert,73.44,11.66,56.44,79.39,77.51,14048.52,20.0,2.34,1,3,2,0,Normal
EVT-00685,2026-01-08 03:00:00,Pre-Mission,Coastal,89.46,6.61,47.05,92.94,51.98,10813.96,66.47,4.85,1,2,3,0,Normal
EVT-00686,2026-01-08 03:15:00,Return,Mountain,82.83,25.72,51.83,88.99,82.88,9907.42,119.31,2.55,3,1,5,0,Normal
EVT-00687,2026-01-08 03:30:00,Transit,Mountain,74.53,13.04,50.75,82.86,80.42,9265.38,117.69,0.52,1,1,2,0,Normal
EVT-00688,2026-01-08 03:45:00,Transit,Mountain,75.87,17.88,49.99,87.02,64.33,13057.59,142.16,0.59,1,5,5,0,Normal
EVT-00689,2026-01-08 04:00:00,Transit,Open Ocean,63.9,14.48,47.78,85.41,69.58,15437.27,100.77,2.72,2,2,1,0,Normal
EVT-00690,2026-01-08 04:15:00,Surveillance,Urban,81.5,19.61,43.14,79.93,44.7,10992.32,81.22,0.69,1,5,3,0,Normal
EVT-00691,2026-01-08 04:30:00,Return,Desert,62.16,12.3,60.32,86.49,67.35,11461.09,105.54,0.0,0,3,3,0,Normal
EVT-00692,2026-01-08 04:45:00,Surveillance,Open Ocean,84.77,16.92,37.74,81.65,72.1,14679.08,121.18,3.52,1,3,2,0,Normal
EVT-00693,2026-01-08 05:00:00,Return,Desert,79.16,20.7,45.03,79.39,74.36,7473.89,128.08,3.6,1,1,5,0,Normal
EVT-00694,2026-01-08 05:15:00,Return,Coastal,99.48,11.95,45.12,74.64,77.3,16917.17,92.38,1.91,3,8,3,0,Normal
EVT-00695,2026-01-08 05:30:00,Pre-Mission,Urban,68.1,13.8,48.22,83.49,75.42,18110.25,151.55,2.97,0,2,5,0,Normal
EVT-00696,2026-01-08 05:45:00,Launch,Desert,77.08,15.92,41.56,89.97,68.3,5234.16,98.25,2.8,1,5,2,0,Normal
EVT-00697,2026-01-08 06:00:00,Surveillance,Mountain,94.18,9.43,47.52,81.14,76.01,11756.24,89.56,3.46,1,7,2,0,Normal
EVT-00698,2026-01-08 06:15:00,Transit,Urban,88.72,15.46,43.65,100.0,86.03,10202.63,101.02,3.47,1,3,3,0,Normal
EVT-00699,2026-01-08 06:30:00,Pre-Mission,Coastal,71.73,18.71,32.34,92.2,70.66,11338.07,504.26,0.0,2,4,3,1,Communication Disruption
EVT-00700,2026-01-08 06:45:00,Pre-Mission,Open Ocean,80.02,15.6,45.08,95.13,76.45,10954.04,115.35,2.12,0,3,2,0,Normal
EVT-00701,2026-01-08 07:00:00,Transit,Coastal,78.02,16.37,36.2,91.57,69.39,14029.4,95.69,3.33,1,3,2,0,Normal
EVT-00702,2026-01-08 07:15:00,Surveillance,Urban,38.9,45.37,39.94,98.97,62.95,11718.58,462.37,1.84,14,4,4,1,Multi-Domain Escalation
EVT-00703,2026-01-08 07:30:00,Pre-Mission,Desert,71.71,14.07,46.09,80.49,79.32,9722.73,195.0,2.56,1,5,2,0,Normal
EVT-00704,2026-01-08 07:45:00,Pre-Mission,Urban,77.2,22.15,48.9,68.07,64.23,11569.54,127.34,3.7,0,1,4,0,Normal
EVT-00705,2026-01-08 08:00:00,Pre-Mission,Open Ocean,63.62,26.62,49.21,82.88,77.41,13286.96,163.18,2.63,10,34,3,1,Cyber Intrusion Pattern
EVT-00706,2026-01-08 08:15:00,Transit,Open Ocean,79.22,15.21,49.54,89.91,72.4,9040.7,156.26,4.91,4,5,5,0,Normal
EVT-00707,2026-01-08 08:30:00,Pre-Mission,Open Ocean,82.05,20.91,29.54,87.06,67.74,7884.42,98.8,4.3,2,2,2,0,Normal
EVT-00708,2026-01-08 08:45:00,Transit,Open Ocean,46.57,45.79,49.0,87.93,67.41,16981.86,347.79,2.31,9,1,5,1,Multi-Domain Escalation
EVT-00709,2026-01-08 09:00:00,Transit,Coastal,63.46,20.19,60.79,95.25,64.89,10393.93,75.11,2.18,5,4,3,0,Normal
EVT-00710,2026-01-08 09:15:00,Transit,Coastal,86.9,27.39,36.62,88.67,48.96,11656.62,112.83,0.0,6,3,1,0,Normal
EVT-00711,2026-01-08 09:30:00,Surveillance,Coastal,81.28,21.05,49.89,91.59,77.36,11005.51,98.08,1.98,1,6,4,0,Normal
EVT-00712,2026-01-08 09:45:00,Transit,Mountain,71.47,7.36,39.5,79.42,75.24,13370.22,105.9,0.33,1,5,2,0,Normal
EVT-00713,2026-01-08 10:00:00,Surveillance,Open Ocean,75.47,20.72,45.64,78.33,83.9,16431.97,93.75,2.85,2,3,1,0,Normal
EVT-00714,2026-01-08 10:15:00,Surveillance,Desert,64.49,25.4,39.93,97.3,64.56,13449.83,109.95,2.74,0,4,3,0,Normal
EVT-00715,2026-01-08 10:30:00,Return,Desert,68.77,16.67,49.49,86.71,98.54,8204.09,138.63,3.61,1,1,4,0,Normal
EVT-00716,2026-01-08 10:45:00,Surveillance,Open Ocean,73.16,23.97,46.09,81.64,66.68,8539.69,115.82,4.73,0,4,2,0,Normal
EVT-00717,2026-01-08 11:00:00,Transit,Desert,89.06,13.86,41.41,81.65,59.75,11002.59,54.75,2.46,2,3,4,0,Normal
EVT-00718,2026-01-08 11:15:00,Transit,Coastal,72.24,9.09,36.6,81.46,58.09,11329.42,93.89,6.15,3,3,1,0,Normal
EVT-00719,2026-01-08 11:30:00,Launch,Mountain,83.76,18.85,47.14,81.04,47.73,7695.12,66.82,2.87,2,2,1,0,Normal
EVT-00720,2026-01-08 11:45:00,Transit,Mountain,73.16,7.46,35.3,77.02,93.46,14048.35,128.54,0.4,5,3,4,0,Normal
EVT-00721,2026-01-08 12:00:00,Pre-Mission,Urban,80.23,16.56,48.42,75.5,91.19,9284.2,137.62,1.6,0,5,1,0,Normal
EVT-00722,2026-01-08 12:15:00,Return,Desert,76.73,25.72,66.01,84.63,80.41,15733.25,128.98,1.9,0,4,2,0,Normal
EVT-00723,2026-01-08 12:30:00,Return,Desert,85.86,6.54,55.8,81.85,59.45,16551.58,92.44,3.45,1,1,3,0,Normal
EVT-00724,2026-01-08 12:45:00,Pre-Mission,Desert,49.28,25.0,69.05,93.75,97.36,11379.37,400.38,0.98,13,3,1,1,Multi-Domain Escalation
EVT-00725,2026-01-08 13:00:00,Surveillance,Mountain,63.85,11.81,44.32,88.05,67.08,13097.43,103.55,2.02,1,3,5,0,Normal
EVT-00726,2026-01-08 13:15:00,Pre-Mission,Desert,65.56,17.62,29.49,87.86,68.23,8920.13,80.16,2.24,1,2,3,0,Normal
EVT-00727,2026-01-08 13:30:00,Surveillance,Open Ocean,73.21,15.81,34.42,80.8,92.12,13559.19,145.97,1.78,3,1,2,0,Normal
EVT-00728,2026-01-08 13:45:00,Pre-Mission,Mountain,66.76,26.39,55.26,85.15,81.22,10754.52,148.63,3.8,2,3,5,0,Normal
