event_id,timestamp,mission_phase,region_type,radar_signal_strength,radar_noise_level,satellite_temperature,satellite_power_level,uav_battery_level,uav_altitude,communication_latency_ms,communication_packet_loss,cyber_alert_count,failed_login_attempts,weather_severity,anomaly_label,anomaly_type,hour,day_of_week,is_night_operation,radar_health_score,satellite_stability_score,uav_operational_score,communication_reliability_score,cyber_pressure_index,environmental_risk_index,sensor_degradation_index,multi_domain_pressure_score,simultaneous_domain_stress_count,mission_risk_score,risk_level,isolation_forest_anomaly,ml_anomaly_prediction,ml_anomaly_probability
EVT-00769,2026-01-09 00:00:00,Pre-Mission,Urban,86.23,15.58,41.43,85.97,45.98,13690.34,85.79,1.11,1,0,4,0,Normal,0,4,1,70.65,65.255,48.614408,89.25179999999999,2.5,40,27.6458,23.592728400000002,1,27.62,Low,0,0,0.0
EVT-00770,2026-01-09 00:15:00,Launch,Urban,65.68,12.33,41.1,80.53,78.33,16462.82,157.75,3.76,3,1,1,0,Normal,0,4,1,53.35000000000001,59.980000000000004,74.586384,74.22,9.3,10,34.277499999999996,23.7625982,0,26.01,Low,0,0,0.005
EVT-00771,2026-01-09 00:30:00,Surveillance,Coastal,34.67,32.03,88.35,92.3,81.26,14520.13,330.35,4.88,16,2,2,1,Multi-Domain Escalation,0,4,1,2.6400000000000006,48.125,74.306156,56.492000000000004,43.6,20,60.92175,47.8135563,2,57.29,High,1,1,0.97
EVT-00772,2026-01-09 00:45:00,Return,Coastal,70.62,32.75,39.62,91.69,47.06,10515.26,119.1,1.61,3,7,4,0,Normal,0,4,1,37.870000000000005,71.88,45.560311999999996,84.83699999999999,20.1,40,38.56625,35.2777501,2,41.91,Moderate,0,0,0.165
EVT-00773,2026-01-09 01:00:00,Pre-Mission,Coastal,79.0,26.35,41.21,85.67,87.88,9490.34,139.66,3.39,0,3,1,0,Normal,1,4,1,52.65,65.065,72.90440799999999,76.96220000000001,5.4,10,32.56569999999999,21.963683399999997,0,24.25,Low,0,0,0.005
EVT-00774,2026-01-09 01:15:00,Surveillance,Coastal,74.5,12.88,32.3,84.11,82.72,8578.77,99.05,3.19,0,3,5,0,Normal,1,4,1,61.62,67.96000000000001,68.19852399999999,80.911,5.4,50,33.71525,23.422157700000003,1,29.86,Low,0,0,0.0
EVT-00775,2026-01-09 01:30:00,Return,Desert,91.3,21.89,65.06,58.28,87.85,15683.06,139.88,2.51,0,2,1,1,Satellite Telemetry Spike,1,4,1,69.41,25.75,80.31467199999999,80.0246,3.6,10,35.76285,21.290348100000006,1,29.19,Low,1,1,0.95
EVT-00776,2026-01-09 01:45:00,Return,Urban,49.79,39.86,31.33,85.27,80.17,10054.56,48.37,0.06,0,3,4,1,Radar Degradation,1,4,1,9.93,69.60499999999999,68.184472,95.9204,5.4,40,46.14315,29.017523100000002,2,40.06,Moderate,1,1,0.93
EVT-00777,2026-01-09 02:00:00,Transit,Coastal,66.19,7.34,50.05,85.45,81.15,15700.57,135.39,0.42,1,1,5,0,Normal,2,4,1,58.849999999999994,60.425000000000004,75.645684,87.6988,4.3,50,34.87155,22.0680607,1,29.23,Low,0,0,0.0
EVT-00778,2026-01-09 02:15:00,Pre-Mission,Urban,84.04,24.12,67.4,84.68,79.29,13312.68,33.6,1.25,4,2,3,0,Normal,2,4,1,59.92,50.980000000000004,71.478216,92.937,13.6,30,32.54875,25.111294299999997,0,25.92,Low,0,0,0.005
EVT-00779,2026-01-09 02:30:00,Launch,Coastal,71.03,24.96,42.07,87.77,84.16,12824.76,112.06,0.0,2,2,5,0,Normal,2,4,1,46.07,66.735,74.301712,91.0352,8.6,50,36.93295,24.769485099999997,1,31.22,Moderate,0,0,0.0
EVT-00780,2026-01-09 02:45:00,Return,Desert,72.81,24.28,31.67,91.27,46.54,11232.83,149.9,4.75,4,4,5,0,Normal,2,4,1,48.53,75.435,46.057396,71.383,17.2,50,38.81,34.2730208,1,38.07,Moderate,0,0,0.05
EVT-00781,2026-01-09 03:00:00,Return,Urban,80.82,15.18,52.2,77.39,50.99,13651.68,141.78,3.09,0,5,4,0,Normal,3,4,1,65.63999999999999,51.29,52.075016,77.8426,9.0,40,35.742850000000004,28.819279300000005,1,33.82,Moderate,0,0,0.005
EVT-00782,2026-01-09 03:15:00,Surveillance,Coastal,73.57,17.0,39.18,78.65,61.7,11961.32,74.56,2.45,0,1,4,0,Normal,3,4,1,56.56999999999999,59.06,57.543583999999996,85.4602,1.8,40,35.07045,24.902985700000002,1,30.88,Moderate,0,0,0.0
EVT-00783,2026-01-09 03:30:00,Pre-Mission,Urban,86.04,22.5,55.39,73.76,70.18,11076.97,79.06,0.0,12,32,2,1,Cyber Intrusion Pattern,3,4,1,63.540000000000006,46.065000000000005,62.418364000000004,93.6752,87.6,20,30.825949999999995,52.04800469999999,1,45.26,Moderate,1,1,0.95
EVT-00784,2026-01-09 03:45:00,Pre-Mission,Open Ocean,71.03,20.35,42.74,92.06,77.43,13740.01,95.9,0.0,1,3,2,0,Normal,3,4,1,50.68,70.69,70.689012,92.328,7.9,20,29.5075,21.9055726,0,22.72,Low,0,0,0.0
EVT-00785,2026-01-09 04:00:00,Transit,Desert,37.18,39.23,51.27,87.75,76.55,11640.07,360.26,2.5,22,3,5,1,Multi-Domain Escalation,4,4,1,0.0,62.114999999999995,67.553084,62.42920000000001,60.4,50,61.363949999999996,55.2431607,3,65.85,High,1,1,1.0
EVT-00786,2026-01-09 04:15:00,Transit,Coastal,72.09,8.29,43.58,89.54,87.64,10004.16,48.88,5.65,3,4,2,0,Normal,4,4,1,63.800000000000004,67.75,73.352992,76.3146,14.7,20,29.65385,23.8186341,0,24.63,Low,0,0,0.0
EVT-00787,2026-01-09 04:30:00,Pre-Mission,Urban,72.91,18.68,51.06,75.99,88.08,13499.57,119.54,1.38,2,2,3,0,Normal,4,4,1,54.23,50.459999999999994,77.85548399999999,85.6068,8.6,30,36.5028,23.865163199999998,0,26.69,Low,0,0,0.0
EVT-00788,2026-01-09 04:45:00,Surveillance,Urban,55.27,65.75,55.96,98.49,59.79,11840.04,263.16,3.88,16,4,3,1,Multi-Domain Escalation,4,4,1,0.0,70.50999999999999,56.06104799999999,65.3672,47.2,30,55.5307,50.296605400000004,2,56.6,High,1,1,0.97
EVT-00789,2026-01-09 05:00:00,Transit,Mountain,83.66,10.81,41.03,81.74,75.34,13222.28,110.09,1.73,2,3,2,0,Normal,5,4,1,72.85,61.224999999999994,68.604736,85.1378,10.4,20,25.911800000000003,21.5793628,0,21.88,Low,0,0,0.0
EVT-00790,2026-01-09 05:15:00,Pre-Mission,Desert,93.39,21.83,43.41,87.18,60.13,10865.35,138.39,2.59,1,4,2,0,Normal,5,4,1,71.56,65.47500000000001,55.12942,79.8638,9.7,20,26.619299999999996,24.347800999999997,0,23.87,Low,0,0,0.0
EVT-00791,2026-01-09 05:30:00,Pre-Mission,Mountain,98.41,19.99,34.83,91.98,69.36,8977.2,127.83,4.44,2,4,3,0,Normal,5,4,1,78.42,74.565,59.32464,74.2336,12.2,30,24.85335,23.589079499999997,0,23.19,Low,0,0,0.0
EVT-00792,2026-01-09 05:45:00,Transit,Open Ocean,68.72,22.5,48.18,79.09,76.51,16337.68,101.04,1.95,22,31,2,1,Cyber Intrusion Pattern,5,4,1,46.22,55.0,73.162216,85.09179999999999,110.80000000000001,20,36.80005,60.707579300000006,1,52.47,Moderate,1,1,0.99
EVT-00793,2026-01-09 06:00:00,Surveillance,Coastal,78.63,23.23,30.71,82.18,24.28,15866.53,52.23,1.4,1,4,5,0,Normal,6,4,0,55.39999999999999,66.825,36.035836,90.9216,9.7,50,33.67335,31.340840299999996,2,38.05,Moderate,0,0,0.005
EVT-00794,2026-01-09 06:15:00,Return,Coastal,67.41,13.83,41.45,87.25,100.0,14209.46,124.67,4.77,2,6,1,0,Normal,6,4,0,53.58,66.525,87.051352,73.3314,15.8,10,32.7829,22.872034600000003,0,25.03,Low,0,0,0.0
EVT-00795,2026-01-09 06:30:00,Transit,Mountain,71.0,8.3,51.08,100.0,79.93,11030.47,86.64,2.57,4,2,2,0,Normal,6,4,0,62.7,74.46000000000001,69.187564,84.07379999999999,13.6,20,26.42155,22.812184700000003,0,22.65,Low,0,0,0.0
EVT-00796,2026-01-09 06:45:00,Launch,Coastal,72.33,14.8,47.42,88.11,63.66,11249.21,99.76,4.25,0,5,5,0,Normal,6,4,0,57.53,64.4,58.061052,77.1442,9.0,50,36.978449999999995,28.178092099999997,1,33.84,Moderate,0,0,0.0
EVT-00797,2026-01-09 07:00:00,Return,Open Ocean,68.49,23.33,49.72,97.24,98.98,15455.82,136.77,1.4,1,3,3,0,Normal,7,4,0,45.16,72.38,87.83298400000001,84.1584,7.9,30,34.5594,20.750133199999997,0,24.07,Low,0,0,0.0
EVT-00798,2026-01-09 07:15:00,Transit,Urban,68.53,14.75,44.48,94.44,67.14,11115.42,169.61,4.75,1,3,4,0,Normal,7,4,0,53.78,72.2,60.336504,69.8062,7.9,40,36.67545,27.201651700000003,1,33.23,Moderate,0,0,0.0
EVT-00799,2026-01-09 07:30:00,Launch,Mountain,76.7,13.84,54.36,88.58,73.86,10418.61,118.67,2.94,1,1,4,0,Normal,7,4,0,62.86,61.4,64.204332,80.2164,4.3,40,33.5949,23.7818386,1,29.99,Low,0,0,0.0
EVT-00800,2026-01-09 07:45:00,Transit,Mountain,67.05,7.07,52.4,79.08,65.18,16680.59,139.39,3.2,2,2,2,0,Normal,7,4,0,59.98,52.879999999999995,65.642708,77.6488,8.6,20,34.3748,25.3501184,0,27.06,Low,0,0,0.0
EVT-00801,2026-01-09 08:00:00,Pre-Mission,Urban,85.58,28.52,48.57,93.42,95.13,11880.81,69.44,2.71,2,3,4,0,Normal,8,4,0,57.06,69.135,80.847972,84.9598,10.4,40,32.5053,22.097790600000003,1,28.41,Low,0,0,0.0
EVT-00802,2026-01-09 08:15:00,Launch,Mountain,69.74,22.95,52.42,75.51,70.53,16421.06,128.59,1.69,3,5,2,0,Normal,8,4,0,46.78999999999999,49.300000000000004,69.07627199999999,83.7978,16.5,20,38.34905,29.2168181,0,30.33,Moderate,0,0,0.005
EVT-00803,2026-01-09 08:30:00,Transit,Mountain,100.0,22.62,51.0,97.21,74.09,8504.02,117.9,2.5,25,33,4,1,Cyber Intrusion Pattern,8,4,0,77.38,71.71,62.067824,81.818,121.9,40,25.535000000000004,61.742185199999994,2,53.94,Moderate,1,1,0.955
EVT-00804,2026-01-09 08:45:00,Return,Coastal,73.94,23.81,41.48,87.4,88.85,13295.46,163.02,1.79,2,3,1,0,Normal,8,4,0,50.129999999999995,66.66000000000001,78.14955199999999,80.6934,10.4,10,32.11615,22.462357100000002,0,24.24,Low,0,0,0.0
EVT-00805,2026-01-09 09:00:00,Surveillance,Urban,78.65,21.46,34.25,67.45,80.19,17177.71,101.08,4.04,2,2,4,0,Normal,9,4,0,57.190000000000005,50.325,76.746252,77.7736,8.6,40,38.95885,25.192232100000002,1,32.7,Moderate,0,0,0.005
EVT-00806,2026-01-09 09:15:00,Surveillance,Urban,66.34,16.53,48.36,83.62,71.24,12074.38,111.54,2.18,5,4,1,0,Normal,9,4,0,49.81,59.440000000000005,64.35725599999999,83.4468,19.7,10,33.3448,29.0287088,0,28.45,Low,0,0,0.0
EVT-00807,2026-01-09 09:30:00,Transit,Urban,93.35,17.02,49.37,90.58,87.55,11339.99,157.06,0.11,1,3,5,0,Normal,9,4,0,76.33,65.895,74.892988,87.05019999999999,7.9,50,27.5482,20.1830924,1,25.89,Low,0,0,0.0
EVT-00808,2026-01-09 09:45:00,Pre-Mission,Mountain,57.27,38.77,81.86,84.34,100.0,9080.62,368.05,0.0,22,3,4,1,Multi-Domain Escalation,9,4,0,18.5,43.410000000000004,80.896744,70.556,60.4,40,56.033500000000004,50.1757262,4,65.03,High,1,1,0.95
EVT-00809,2026-01-09 10:00:00,Launch,Urban,80.67,33.81,37.51,91.01,76.44,14705.86,81.19,0.0,5,4,1,0,Normal,10,4,0,46.86,72.25500000000001,71.155032,93.5048,19.7,10,28.659049999999997,25.5605661,0,24.42,Low,0,0,0.0
EVT-00810,2026-01-09 10:15:00,Return,Open Ocean,65.88,21.34,37.75,80.05,73.63,10074.68,209.31,3.49,0,6,1,0,Normal,10,4,0,44.53999999999999,61.175,63.630615999999996,71.0402,10.8,10,37.857200000000006,28.089616800000005,1,33.74,Moderate,0,0,0.005
EVT-00811,2026-01-09 10:30:00,Pre-Mission,Coastal,79.9,15.22,48.68,76.86,74.39,11762.98,82.25,0.66,1,4,1,0,Normal,10,4,0,64.68,52.519999999999996,66.188576,91.11,9.7,10,27.9545,22.7368098,0,22.87,Low,0,0,0.0
EVT-00812,2026-01-09 10:45:00,Return,Desert,67.91,20.79,44.43,85.5,90.35,8913.74,117.74,2.98,4,5,5,0,Normal,10,4,0,47.12,63.285,73.94148799999999,80.1508,19.0,50,40.14905,29.9287749,1,35.75,Moderate,0,0,0.0039
EVT-00813,2026-01-09 11:00:00,Surveillance,Desert,91.16,11.93,42.22,41.79,63.61,15892.24,132.13,2.72,4,3,3,1,Satellite Telemetry Spike,11,4,0,79.22999999999999,20.68,63.59768799999999,79.9096,15.4,30,36.6221,29.150407400000002,1,34.45,Moderate,1,1,0.94
EVT-00814,2026-01-09 11:15:00,Launch,Mountain,85.28,27.03,48.0,83.56,68.1,14887.21,129.37,2.4,0,3,2,0,Normal,11,4,0,58.25,59.56,65.534652,81.2504,5.4,20,32.40989999999999,23.367524599999996,0,25.06,Low,0,0,0.0
EVT-00815,2026-01-09 11:30:00,Surveillance,Open Ocean,78.86,14.03,30.18,94.59,50.48,11921.04,113.36,3.2,1,4,2,0,Normal,11,4,0,64.83,79.5,49.641248,79.7312,9.7,20,25.5017,24.9425154,0,23.7,Low,0,0,0.0
EVT-00816,2026-01-09 11:45:00,Return,Urban,56.07,21.01,37.44,80.05,55.43,9114.63,113.53,2.75,3,3,1,0,Normal,11,4,0,35.06,61.33,49.738555999999996,81.2926,12.9,10,38.573350000000005,31.925296300000007,1,35.75,Moderate,0,0,0.01
EVT-00817,2026-01-09 12:00:00,Pre-Mission,Coastal,45.23,47.0,71.06,88.19,64.75,15839.77,314.16,0.0,17,1,2,1,Multi-Domain Escalation,12,4,0,0.0,52.66,64.332724,74.8672,44.3,20,56.1182,47.8916452,2,55.03,High,1,1,0.995
EVT-00818,2026-01-09 12:15:00,Pre-Mission,Coastal,84.19,20.31,59.6,86.48,71.22,11085.17,80.94,1.98,2,1,5,0,Normal,12,4,0,63.879999999999995,56.68000000000001,63.156204,86.59479999999999,6.8,50,34.3233,25.1942442,1,30.98,Moderate,0,0,0.0
EVT-00819,2026-01-09 12:30:00,Surveillance,Urban,88.92,18.57,35.27,75.1,96.77,9236.99,618.62,15.74,1,1,3,1,Communication Disruption,12,4,0,70.35,57.46499999999999,78.823388,0.0,4.3,30,50.511250000000004,28.470384900000003,1,41.17,Moderate,1,1,0.905
EVT-00820,2026-01-09 12:45:00,Return,Coastal,87.98,18.06,42.36,76.77,79.5,7594.7,112.3,5.12,2,4,2,0,Normal,12,4,0,69.92,55.589999999999996,64.76364,73.096,12.2,20,31.356499999999997,25.427697000000002,0,26.37,Low,0,0,0.0
EVT-00821,2026-01-09 13:00:00,Pre-Mission,Coastal,63.67,17.66,45.34,86.08,59.23,10385.09,140.89,5.2,0,3,1,0,Normal,13,4,0,46.010000000000005,63.41,53.923108,70.5288,5.4,10,36.9118,27.715688400000005,0,29.2,Low,0,0,0.0
EVT-00822,2026-01-09 13:15:00,Surveillance,Desert,80.71,14.54,59.25,99.87,61.81,8363.4,108.29,0.32,2,1,2,0,Normal,13,4,0,66.16999999999999,70.245,53.303079999999994,90.21679999999999,6.8,20,24.725050000000007,22.845656500000004,0,21.91,Low,0,0,0.0
EVT-00823,2026-01-09 13:30:00,Pre-Mission,Coastal,87.14,15.3,41.06,90.05,91.25,10442.95,107.58,1.94,0,2,2,0,Normal,13,4,0,71.84,69.52,76.40653999999999,84.60359999999999,3.6,20,24.325100000000003,16.924987,0,18.58,Low,0,0,0.0
EVT-00824,2026-01-09 13:45:00,Surveillance,Open Ocean,63.07,26.88,41.18,73.92,87.77,13861.02,104.06,0.0,0,2,1,0,Normal,13,4,0,36.19,53.33,78.07222399999999,91.6752,3.6,10,37.5822,22.557545200000003,1,29.62,Low,0,0,0.01
EVT-00825,2026-01-09 14:00:00,Surveillance,Desert,77.93,17.35,57.39,64.23,72.39,11061.5,65.76,4.93,1,4,4,0,Normal,14,4,0,60.580000000000005,35.535000000000004,63.946799999999996,77.4842,9.7,40,41.542199999999994,29.29963,2,40.08,Moderate,0,0,0.0246
EVT-00826,2026-01-09 14:15:00,Pre-Mission,Open Ocean,80.46,13.29,42.0,91.13,65.8,12889.23,114.38,4.12,2,5,4,0,Normal,14,4,0,67.16999999999999,70.13,61.527075999999994,76.4296,14.0,40,30.850600000000007,26.477354800000004,1,30.82,Moderate,0,0,0.0
EVT-00827,2026-01-09 14:30:00,Surveillance,Urban,75.29,14.9,50.78,85.33,87.75,10191.66,105.75,3.06,1,2,5,0,Normal,14,4,0,60.39000000000001,59.94,73.654992,80.82999999999998,6.1,50,36.171,23.6809516,1,30.87,Moderate,0,0,0.0
EVT-00828,2026-01-09 14:45:00,Return,Open Ocean,61.33,24.6,33.18,93.99,58.09,12162.92,161.0,2.77,1,6,2,0,Normal,14,4,0,36.73,77.39999999999999,55.258503999999995,77.42500000000001,13.3,20,36.43825,30.0005117,1,34.1,Moderate,0,0,0.0
EVT-00829,2026-01-09 15:00:00,Return,Desert,44.18,42.56,64.8,79.83,77.49,16802.25,177.96,4.71,12,1,2,1,Multi-Domain Escalation,15,4,0,1.6199999999999974,47.43,74.4057,69.2782,31.8,20,58.25594999999999,42.46403749999999,1,48.78,Moderate,1,1,1.0
EVT-00830,2026-01-09 15:15:00,Pre-Mission,Open Ocean,75.05,21.36,31.72,88.45,100.0,11128.78,99.8,4.44,3,3,5,0,Normal,15,4,0,53.69,72.59,83.354536,76.476,12.9,50,36.442,24.242992800000003,1,31.33,Moderate,0,0,0.0
EVT-00831,2026-01-09 15:30:00,Launch,Coastal,76.67,16.45,36.56,91.92,74.87,12961.07,88.55,4.35,4,1,2,0,Normal,15,4,0,60.22,73.64,67.962284,77.691,11.8,20,29.090249999999997,23.6281557,0,24.2,Low,0,0,0.0
EVT-00832,2026-01-09 15:45:00,Launch,Open Ocean,72.93,21.44,51.71,82.87,61.14,8086.18,170.49,3.23,1,4,4,0,Normal,15,4,0,51.49000000000001,57.015,52.50141599999999,75.0558,9.7,40,39.96079999999999,30.877076799999998,1,36.34,Moderate,0,0,0.0
EVT-00833,2026-01-09 16:00:00,Transit,Mountain,74.01,14.14,44.6,83.02,77.75,15800.27,89.57,1.94,4,2,4,0,Normal,16,4,0,59.870000000000005,60.72,73.385324,86.0444,13.6,40,33.3544,25.0924152,1,30.48,Moderate,0,0,0.0
EVT-00834,2026-01-09 16:15:00,Pre-Mission,Urban,77.64,16.44,42.45,86.18,65.42,10806.98,139.68,3.73,2,5,5,0,Normal,16,4,0,61.2,64.95500000000001,58.762375999999996,75.7706,14.0,50,35.898599999999995,29.301894799999996,1,34.24,Moderate,0,0,0.0
EVT-00835,2026-01-09 16:30:00,Return,Mountain,81.98,23.82,39.01,89.8,52.48,14626.33,153.96,3.81,3,5,2,0,Normal,16,4,0,58.160000000000004,70.295,54.28759599999999,74.34819999999999,16.5,20,31.4832,29.084920800000003,0,28.3,Low,0,0,0.0
EVT-00836,2026-01-09 16:45:00,Surveillance,Urban,75.26,23.25,43.23,85.9,81.81,11692.05,114.89,2.19,2,1,4,0,Normal,16,4,0,52.010000000000005,64.28500000000001,71.29746,83.1438,6.8,40,35.939299999999996,24.293192999999995,1,30.84,Moderate,0,0,0.0
EVT-00837,2026-01-09 17:00:00,Return,Open Ocean,74.31,12.11,47.41,92.82,87.65,13528.95,71.81,1.94,3,4,1,0,Normal,17,4,0,62.2,69.115,77.58974,87.4652,14.7,10,25.584950000000003,21.140279500000002,0,21.19,Low,0,0,0.0
EVT-00838,2026-01-09 17:15:00,Pre-Mission,Coastal,78.83,12.87,52.86,82.77,67.65,13677.53,72.25,4.31,20,26,4,1,Cyber Intrusion Pattern,17,4,0,65.96,56.339999999999996,63.76803600000001,79.135,96.80000000000001,40,34.045249999999996,56.44675529999999,2,53.64,Moderate,1,1,0.995
EVT-00839,2026-01-09 17:30:00,Pre-Mission,Coastal,60.71,18.65,24.0,76.7,66.72,10868.9,150.09,5.16,2,6,1,0,Normal,17,4,0,42.06,64.7,59.74667999999999,69.9328,15.8,10,38.120799999999996,30.735024000000003,1,35.38,Moderate,0,0,0.02
EVT-00840,2026-01-09 17:45:00,Return,Mountain,82.29,28.36,38.35,99.84,58.54,14729.77,75.88,1.3,2,3,4,0,Normal,17,4,0,53.93000000000001,80.665,58.653724,89.3796,10.4,40,29.613349999999997,25.2352627,1,29.01,Low,0,0,0.005
EVT-00841,2026-01-09 18:00:00,Launch,Mountain,77.99,6.51,46.27,81.77,69.9,10102.54,133.72,2.08,1,3,2,0,Normal,18,4,0,71.47999999999999,58.63499999999999,61.053048000000004,82.0224,7.9,20,27.817650000000004,23.072332900000003,0,23.48,Low,0,0,0.0
EVT-00842,2026-01-09 18:15:00,Surveillance,Urban,78.36,19.67,44.21,82.02,64.13,13944.84,124.0,3.06,3,6,3,0,Normal,18,4,0,58.69,59.91499999999999,61.62480799999999,79.37,18.3,30,34.13725,29.441800900000004,0,29.4,Low,0,0,0.0
EVT-00843,2026-01-09 18:30:00,Return,Open Ocean,86.65,9.74,48.23,85.54,57.85,11024.49,133.2,3.28,3,3,1,0,Normal,18,4,0,76.91000000000001,61.42500000000001,53.724388,77.86399999999999,12.9,10,24.759249999999998,24.9117849,0,23.63,Low,0,0,0.0
EVT-00844,2026-01-09 18:45:00,Pre-Mission,Open Ocean,60.42,14.19,47.14,86.47,98.49,12873.89,136.51,1.66,3,3,4,0,Normal,18,4,0,46.230000000000004,62.9,84.391668,83.2692,12.9,40,38.27719999999999,24.8614064,1,31.93,Moderate,0,0,0.0
EVT-00845,2026-01-09 19:00:00,Pre-Mission,Desert,60.24,15.81,42.56,83.29,78.53,10845.02,87.32,5.51,1,2,3,0,Normal,19,4,0,44.43,62.010000000000005,67.985024,73.7294,6.1,30,40.01465,26.5445877,1,33.66,Moderate,0,0,0.0
EVT-00846,2026-01-09 19:15:00,Pre-Mission,Desert,80.46,15.48,40.79,85.88,80.01,12124.94,85.86,3.18,3,2,4,0,Normal,19,4,0,64.97999999999999,65.485,70.556928,82.00120000000001,11.1,40,31.38545,23.8970669,1,29.29,Low,0,0,0.0
EVT-00847,2026-01-09 19:30:00,Pre-Mission,Mountain,77.94,14.8,43.04,85.72,84.37,9313.27,145.02,3.35,5,3,2,0,Normal,19,4,0,63.14,64.2,70.23492399999999,76.6734,17.9,20,30.68265,26.025207700000003,0,26.27,Low,0,0,0.0
EVT-00848,2026-01-09 19:45:00,Pre-Mission,Mountain,79.53,18.04,54.19,87.22,82.79,12618.89,97.97,5.31,2,3,1,0,Normal,19,4,0,61.49,60.125,73.095668,73.57740000000001,10.4,10,31.552899999999994,23.219671399999996,0,24.9,Low,0,0,0.0
EVT-00849,2026-01-09 20:00:00,Return,Mountain,73.84,14.79,39.14,69.5,66.22,12110.47,23.74,1.78,2,3,3,0,Normal,20,4,1,59.050000000000004,49.93,60.886564,91.8708,10.4,30,33.3823,26.4847222,0,27.01,Low,0,0,0.0
EVT-00850,2026-01-09 20:15:00,Surveillance,Urban,83.98,9.23,44.5,99.17,75.82,10649.62,142.71,2.36,1,0,4,0,Normal,20,4,1,74.75,76.92,65.853544,80.3232,2.5,40,25.526699999999998,19.1913062,1,24.66,Low,0,0,0.0
EVT-00851,2026-01-09 20:30:00,Return,Urban,86.39,22.68,46.47,84.97,68.23,11862.43,83.73,0.49,5,3,4,0,Normal,20,4,1,63.71,61.735,61.995916,91.58659999999999,17.9,40,30.371100000000002,27.5328118,1,30.76,Moderate,0,0,0.0
EVT-00852,2026-01-09 20:45:00,Return,Coastal,82.36,22.52,57.48,90.06,78.14,12335.01,136.35,2.22,2,2,2,0,Normal,20,4,1,59.84,61.32000000000001,69.500012,81.322,8.6,20,31.395499999999995,23.2379726,0,24.66,Low,0,0,0.0
EVT-00853,2026-01-09 21:00:00,Return,Mountain,75.65,23.06,42.6,76.35,76.78,10459.11,168.75,0.12,0,3,4,0,Normal,21,4,1,52.59,55.05,66.296932,86.08,5.4,40,37.311,25.4205636,1,31.9,Moderate,0,0,0.0
EVT-00854,2026-01-09 21:15:00,Launch,Urban,59.03,8.76,52.67,82.7,66.64,11678.1,120.59,3.7,2,2,3,0,Normal,21,4,1,50.27,56.365,60.661719999999995,77.4028,8.6,30,38.46355,28.186253500000003,0,30.07,Moderate,0,0,0.005
EVT-00855,2026-01-09 21:30:00,Launch,Urban,84.92,19.79,54.86,81.29,53.39,9486.12,154.85,3.17,3,2,2,0,Normal,21,4,1,65.13,53.86000000000001,48.756344,76.517,11.1,20,32.61025,28.8083437,0,28.58,Low,0,0,0.0
EVT-00856,2026-01-09 21:45:00,Return,Open Ocean,89.0,22.06,44.49,96.29,74.05,17864.33,125.38,2.06,0,4,1,0,Normal,21,4,1,66.94,74.045,73.272196,82.7596,7.2,10,23.86985,18.6069933,0,19.3,Low,0,0,0.0
EVT-00857,2026-01-09 22:00:00,Launch,Coastal,83.8,11.81,43.31,81.9,69.14,14647.8,175.56,2.34,3,3,2,0,Normal,22,4,1,71.99,60.245000000000005,65.97536,77.76520000000001,12.9,20,28.300949999999997,24.055355499999997,0,24.39,Low,0,0,0.01
EVT-00858,2026-01-09 22:15:00,Pre-Mission,Mountain,70.08,18.06,72.39,44.93,45.53,12682.74,82.83,3.72,3,1,1,1,Satellite Telemetry Spike,22,4,1,52.019999999999996,8.735,47.090288,80.3536,9.3,10,46.02085,34.5463249,1,40.23,Moderate,1,1,0.98
EVT-00859,2026-01-09 22:30:00,Surveillance,Mountain,84.06,17.3,42.95,81.45,79.11,14930.28,119.71,0.68,2,4,4,0,Normal,22,4,1,66.76,59.975,73.293336,88.0432,12.2,40,30.629449999999995,23.3945853,1,28.58,Low,0,0,0.0
EVT-00860,2026-01-09 22:45:00,Return,Desert,85.74,29.05,51.83,82.83,85.51,7051.87,143.56,2.83,0,2,1,0,Normal,22,4,1,56.69,56.915,68.319244,78.61019999999999,3.6,10,32.7772,22.3458912,0,24.56,Low,0,0,0.0
EVT-00861,2026-01-09 23:00:00,Return,Desert,92.03,29.55,46.85,84.28,100.0,5605.8,113.34,3.62,0,5,1,0,Normal,23,4,1,62.480000000000004,60.855000000000004,76.72696,78.2628,9.0,10,29.852549999999997,21.238255499999998,0,23.02,Low,0,0,0.0
EVT-00862,2026-01-09 23:15:00,Return,Coastal,70.12,8.01,46.88,94.99,66.52,11001.77,160.33,0.0,3,1,1,0,Normal,23,4,1,62.11000000000001,71.55,59.76612399999999,87.1736,9.3,10,25.080599999999997,22.5880452,0,21.83,Low,0,0,0.005
EVT-00863,2026-01-09 23:30:00,Pre-Mission,Open Ocean,75.96,32.96,36.0,72.77,64.46,8553.59,104.88,3.6,3,2,2,0,Normal,23,4,1,42.99999999999999,54.769999999999996,55.38630799999999,79.0096,11.1,20,39.5051,30.5850334,1,35.58,Moderate,0,0,0.005
EVT-00864,2026-01-09 23:45:00,Surveillance,Coastal,84.73,12.51,37.26,76.79,56.47,11408.49,192.43,0.0,5,3,1,0,Normal,23,4,1,72.22,58.16000000000001,53.219187999999995,84.6056,17.9,10,25.531599999999997,27.1103824,0,24.92,Low,0,0,0.02
